game_idx,matchup,turn,category,severity,chosen_action,optimal_action,estimated_impact
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,9,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,9,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,9,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,9,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,9,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,11,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,11,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,11,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,13,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,13,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,13,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,15,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,15,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,15,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,17,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,17,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Crustle_Control_Safeguard_g15,Crustle_Control_Safeguard,17,TACTICAL,CRITICAL,Electro Bullet vs Safeguard Crustle (0 damage),Pass / Retreat to single-prize attacker,Wasted attack turn against damage-immune target (-220.0 pts)
Bellibolt_Mirror_SelfPlay_g3,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g3,Bellibolt_Mirror_SelfPlay,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g7,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g8,Bellibolt_Mirror_SelfPlay,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g8,Bellibolt_Mirror_SelfPlay,9,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g9,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g9,Bellibolt_Mirror_SelfPlay,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g10,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g10,Bellibolt_Mirror_SelfPlay,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g11,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g11,Bellibolt_Mirror_SelfPlay,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g12,Bellibolt_Mirror_SelfPlay,5,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Bellibolt_Mirror_SelfPlay_g12,Bellibolt_Mirror_SelfPlay,5,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g1,Heuristic_Baseline_Standard,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g2,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g6,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g6,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g7,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g8,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g9,Heuristic_Baseline_Standard,1,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g9,Heuristic_Baseline_Standard,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
Heuristic_Baseline_Standard_g10,Heuristic_Baseline_Standard,3,PRIZE_RACE,CRITICAL,Selected non-attack action while opponent active in KO range,Execute lethal knockout attack for prize lead,Missed match-point / prize claim (-300.0 pts)
